"Name","Category","Cost Price","Price","Quantity","Description","Status","Barcode","Barcode Type","Special Prices"
"pbl04-508","Crokory","88","130","48","","Active","'8964004636967","EAN13",""
"ppe09.901","Crokory","192","220","24","","Active","'8964004636783","EAN13",""
"rainbow 2450","Crokory","1750","2450","6","","Active","'7175204893611","EAN13",""
"sheraz ","","1100","1500","2","","Active","'4881533303136","EAN13",""
"silicone gloves 300","Crokory","220","300","12","","Active","'1813111174114","EAN13",""
"steel mug stand 250","Crokory","150","250","12","","Active","'1372420825686","EAN13",""
"api bursh 350","Crokory","250","350","46","","Active","'4912447612202","EAN13",""
"api dustbin 250","Crokory","220","250","60","","Active","'7514369855964","EAN13",""
"api muga ","Crokory","120","200","288","","Active","'4443279351804","EAN13",""
"garbage shovel api ","Crokory","132","250","143","","Active","'Ahad Plastic IndustryClassic Garbage Shovel","CODE128",""
"ISFAHAN PRAU 350","Crokory","260","350","34","","Active","'8964003538149","EAN13",""
"coral Sprau 250","","194","250","72","","Active","'8964003538606","EAN13",""
"color bottle 1300","Crokory","980","1300","3","","Active","'2631192670221","EAN13",""
"travel 500 ml ","Crokory","780","1000","4","","Active","'9222077599565","EAN13",""
"vacuum 800 ml 1250","Crokory","1050","1250","7","","Active","'2942771683397","EAN13",""
"vacuum 1000 ml 1500","Crokory","1150","1500","4","","Active","'6631171422502","EAN13",""
"mlcrowave oven cover ","Crokory","220","300","4","","Active","'6974339300046","EAN13",""
"fridge cover","Crokory","220","300","3","","Active","'6974339300084","EAN13",""
"rui knife","Crokory","220","250","7","","Active","'1223880040433","EAN13",""
"steel namak dani 250","Crokory","180","250","4","","Active","'4738143858047","EAN13",""
"thai","Crokory","450","700","12","","Active","'9205748849022","EAN13",""
"spoon golden 1000","Crokory","780","1000","6","","Active","'8260120279065","EAN13",""
"spoon 250","Crokory","170","250","32","","Active","'4786186507743","EAN13",""
"joji spoon 350","Crokory","240","350","12","","Active","'6990016270549","EAN13",""
"eotia L","Crokory","450","600","3","","Active","'8701042570958","EAN13",""
"aprin 150","Crokory","85","150","27","","Active","'9134591969550","EAN13",""
"jurin art 500","Crokory","350","500","13","","Active","'6261686802539","EAN13",""
"minions","Crokory","1100","1500","4","","Active","'1528774283195","EAN13",""
"biscuid sancha 100","Crokory","28","100","17","","Active","'2460971037814","EAN13",""
"silicone steamer ","Crokory","180","300","23","","Active","'7515566952661","EAN13",""
"terminator","Crokory","130","70","14","","Active","'5864325396867","EAN13",""
"multifunctional","Crokory","180","250","6","","Active","'1362161711409","EAN13",""
"alo minshar 250","Crokory","150","250","5","","Active","'4020209319082","EAN13",""
"barsh shimpo 250","Crokory","120","250","3","","Active","'2975128759537","EAN13",""
"rongxing 5 pc","Crokory","100","200","6","","Active","'6931443901071","EAN13",""
"grain hook 250","Crokory","110","250","9","","Active","'6971115421810","EAN13",""
"ws","Crokory","100","130","9","","Active","'2017851907943","EAN13",""
"salikon tokari","Crokory","120","250","9","","Active","'1928627155776","EAN13",""
"measuring cup","Crokory","180","250","4","","Active","'8892351526672","EAN13",""
"original hsm ","Crokory","150","250","5","","Active","'7872329241128","EAN13",""
"shuang 3","Crokory","270","400","6","","Active","'6945036599613","EAN13",""
"cleaning essential","Crokory","110","200","8","","Active","'6499159203150","EAN13",""
"allthings","Crokory","180","250","3","","Active","'679899015039","CODE128",""
"gusta 4 pc","Crokory","400","700","3","","Active","'8712628491109","EAN13",""
"cake spatula S","Crokory","120","200","10","","Active","'9350737571962","EAN13",""
"black water set ","Crokory","850","1200","6","","Active","'8964003301163","EAN13",""
"blue water set ","Crokory","850","1200","6","","Active","'8964003301668","EAN13",""
"cross mug","Crokory","430","600","9","","Active","'8021499588789","EAN13",""
"pdh09.702","Crokory","360","500","4","","Active","'8964004636080","EAN13",""
"juice lazuli","Crokory","210","250","8","","Active","'8964004636912","EAN13",""
"pcp20.310","Crokory","430","600","10","","Active","'8964004636141","EAN13",""
"aprin 250","Crokory","115","250","20","","Active","'6477038291245","EAN13",""
"dish 250 ","Crokory","150","250","17","","Active","'7553183142720","EAN13",""
"coco ","Crokory","450","600","3","","Active","'GG-246","CODE128",""
"costa water set","Crokory","550","750","0","","Active","'GG-241","CODE128",""
"wiper m","Crokory","190","250","9","","Active","'9983867287153","EAN13",""
"wiper m","Crokory","190","250","3","","Active","'9983867287153","EAN13",""
"sitara ","Crokory","220","300","9","","Active","'925558791265","UPC",""
"kk nonbox 300","Crokory","300","220","12","","Active","'7168695737168","EAN13",""
"kk nonbox 450","Crokory","300","450","5","","Active","'2373859516816","EAN13",""
"dream ","Crokory","200","250","0","","Active","'8663348637431","EAN13",""
"cake sat 7 pice","Crokory","550","700","12","","Active","'8627276370044","EAN13",""
"jug max 300","cosmetics","250","300","10","","Active","'8676584745594","EAN13",""
"Bleach ","cosmetics","250","300","4","","Active","'4555787871368","EAN13",""
"Phenyle Rose ","cosmetics","280","300","3","","Active","'9242000015566","EAN13",""
"Phenyle Lavender ","cosmetics","280","300","1","","Active","'9242000015559","EAN13",""
"Phenyle Jasmen ","cosmetics","280","300","4","","Active","'9242000015573","EAN13",""
"Goodbye Phenyle ","cosmetics","210","250","10","","Active","'4512121781004","EAN13",""
"kILLING gEL ","cosmetics","150","250","4","","Active","'4555787879913","EAN13",""
"multipurpose","Crokory","180","250","2","","Active","'6267511205131","EAN13",""
"storm ","Crokory","450","600","0","","Active","'6269711007294","EAN13",""
"candy","Crokory","800","1200","1","","Active","'6261686802171","EAN13",""
"dayana ","Crokory","200","300","23","","Active","'6262597805343","EAN13",""
"galaxy","Crokory","300","400","11","","Active","'6261686508622","EAN13",""
"diamond ","Crokory","410","600","1","","Active","'8964000625712","EAN13",""
"canna","Crokory","410","600","2","","Active","'8964000625590","EAN13",""
"zb317 b","Crokory","410","600","0","","Active","'8964003450731","EAN13",""
"245","Crokory","410","600","1","","Active","'8964003450670","EAN13",""
"zb317","Crokory","410","600","0","","Active","'8964003450748","EAN13",""
"eh1028","Crokory","400","500","1","","Active","'8964003448066","EAN13",""
"nove ","Crokory","1000","1300","0","","Active","'8964000628041","EAN13",""
"eh1038","Crokory","1365","1700","0","","Active","'8964003947736","EAN13",""
"eh 1009","Crokory","1065","1300","0","","Active","'8964003947255","EAN13",""
"yzh 35","Crokory","1460","1700","0","","Active","'8964003945572","EAN13",""
"1009","Crokory","1365","1700","1","","Active","'8964003947514","EAN13",""
"limon","Crokory","600","700","0","","Active","'9215632100863","EAN13",""
"diamond mug ","Crokory","300","400","36","","Active","'8964000625576","EAN13",""
"modello","Crokory","350","400","19","","Active","'8964000622490","EAN13",""
"classy ","Crokory","350","400","28","","Active","'8964000623114","EAN13",""
"tip set ","Crokory","1500","1950","0","","Active","'5679870561635","EAN13",""
"np 9","Crokory","300","400","0","","Active","'6306744389345","EAN13",""
"np 17 ","Crokory","400","550","1","","Active","'4615912296494","EAN13",""
"np 20","Crokory","650","450","1","","Active","'2474998999253","EAN13",""
"king ","Crokory","300","350","0","","Active","'2426265073630","EAN13",""
"chan ","Crokory","180","250","0","","Active","'6935268000186","EAN13",""
"praipen ","Crokory","800","1300","2","","Active","'6182056425427","EAN13",""
"pretty neat 4","Crokory","500","750","0","","Active","'3789667778091","EAN13",""
"bol","Crokory","100","200","1","","Active","'7908227915417","EAN13",""
"thermos 2500","Crokory","1700","2500","1","","Active","'5968561317935","EAN13",""
"thermos","Crokory","700","1000","4","","Active","'3806147534623","EAN13",""
"crystal watter ","Crokory","950","1200","1","","Active","'5603859695066","EAN13",""
"kettle 2.5","Crokory","1850","2300","1","","Active","'8770251500179","EAN13",""
"kettle","Crokory","1700","2100","1","","Active","'095483265152","EAN13",""
"cutlery set ","Crokory","1200","1600","1","","Active","'9931851120672","EAN13",""
"glayol","Crokory","250","350","2","","Active","'6260412555121","EAN13",""
"nonsdisk spoon set ","Crokory","1700","220","1","","Active","'5074020888738","EAN13",""
"3063","Crokory","395","550","18","","Active","'8961104311596","EAN13",""
"3093","Crokory","490","700","5","","Active","'8961104311602","EAN13",""
"2080","Crokory","445","600","12","","Active","'8961104311640","EAN13",""
"print watter glass","Crokory","1000","1300","1","","Active","'8313933228826","EAN13",""
"fruit knife","Crokory","85","150","2","","Active","'6951227501570","EAN13",""
"5224","Crokory","560","600","0","","Active","'8961104311084","EAN13",""
"3101","Crokory","910","1200","7","","Active","'8964003949389","EAN13",""
"1002","Crokory","1120","1300","2","","Active","'8964003949150","EAN13",""
"1001","Crokory","400","500","5","","Active","'8964003949198","EAN13",""
"tida","Crokory","250","350","2","","Active","'6261210400491","EAN13",""
"tg1080","Crokory","1680","2200","2","","Active","'8961104312548","EAN13",""
"tg1080 gold","Crokory","1680","2200","11","","Active","'8961104312111","EAN13",""
"tg1080","Crokory","1680","2200","0","","Active","'8961104311985","EAN13",""
"mix beuw","Crokory","175","250","2","","Active","'8564824795655","EAN13",""
"sea blue ","Crokory","175","250","2","","Active","'8564824795235","EAN13",""
"jasmine ","Crokory","175","250","2","","Active","'8564824798427","EAN13",""
"aloe uera","Crokory","175","250","2","","Active","'8564824798427","EAN13",""
"lemon ","Crokory","175","250","0","","Active","'8564824798748","EAN13",""
"hand wash shea butter","Crokory","175","250","3","","Active","'8564824798144","EAN13",""
"water galan 30","Crokory","660","800","5","","Active","'8332125466945","EAN13",""
"water galan 20","Crokory","560","700","1","","Active","'2232002653252","EAN13",""
"mugaa ","Crokory","50","130","40","","Active","'6560177929923","EAN13",""
"levant ","Crokory","400","500","2","","Active","'7-pics-opal","CODE128",""
"tea mug 150","Crokory","80","150","86","","Active","'03219625577","EAN13",""
"mug clay ","Crokory","300","450","11","","Active","'7751741852528","EAN13",""
"mug clay ","Crokory","150","250","7","","Active","'7370811535385","EAN13",""
"keep lock 3","Crokory","450","600","6","","Active","'3605198897660","EAN13",""
"crown plate 9","Crokory","140","170","17","","Active","'8964000625408","EAN13",""
"crystal","Crokory","280","400","1","","Active","'8964000623268","EAN13",""
"pishtazan jar ","Crokory","250","300","29","","Active","'3584124171930","EAN13",""
"solo ","Crokory","6250","7500","6","","Active","'6260361083508","EAN13",""
"almas jar giass ware ","Crokory","300","470","2","","Active","'8730801984774","EAN13",""
"zb151","Crokory","480","600","0","","Active","'8961104312180","EAN13",""
"eh1003-4","Crokory","270","350","21","","Active","'8964003949259","EAN13",""
"fbh 1.74l ","Crokory","440","600","0","","Active","'8961104311152","EAN13",""
"sabh 1.74l","Crokory","440","600","2","","Active","'8961104311169","EAN13",""
"gbh 1.74l","Crokory","440","600","3","","Active","'8961104311176","EAN13",""
"jar glass black color 350","Crokory","230","350","3","","Active","'7175837844103","EAN13",""
"jar glass l 350","Crokory","210","350","17","","Active","'9149270037840","EAN13",""
"jar glass s 250","Crokory","170","250","12","","Active","'1109393651161","EAN13",""
"jar gless m 250","Crokory","190","250","0","","Active","'7266824131594","EAN13",""
"baby food ","Crokory","260","350","2","","Active","'6945510000680","EAN13",""
"stick hoohs 5","Crokory","300","450","6","","Active","'6949235482196","EAN13",""
"stick hooks 3","Crokory","220","250","4","","Active","'6949235482165","EAN13",""
"stick hooks 7","Crokory","400","600","3","","Active","'6949235482257","EAN13",""
"pars opal 710","Crokory","150","200","69","","Active","'6260572020710","CODE128",""
"pers opal 270","Crokory","1100","1400","6","","Active","'6260573003554","EAN13",""
"pars opal 270","Crokory","1050","1300","6","","Active","'6260573002458","EAN13",""
"paes opal 710","Crokory","110","130","71","","Active","'6260573003714","EAN13",""
"saachi","Crokory","230","250","0","","Active","'6260000236562","EAN13",""
"AIP ","Crokory","280","350","1","","Active","'11215226","CODE128",""
"WATER JUG 2.5","Crokory","280","500","9","","Active","'6403920535081","EAN13",""
"SHOWER BOTTLE","Crokory","120","200","7","","Active","'5933224310905","EAN13",""
"M,OPS WIPERS","Crokory","280","350","5","","Active","'8894553245801","EAN13",""
"SKY ","Crokory","240","350","0","","Active","'7083890453791","EAN13",""
"SKY ","Crokory","400","500","1","","Active","'6295712351043","EAN13",""
"KING JAG L","Crokory","400","600","7","","Active","'3342725737784","EAN13",""
"MUSTANG 2","Crokory","200","350","8","","Active","'3186104817878","EAN13",""
"SULTAN 2","Crokory","280","350","2","","Active","'8964003173807","EAN13",""
"WATER BTTLE 2","Crokory","400","500","7","","Active","'8964004334290","EAN13",""
"S 1 WATER BOTTLE ","Crokory","280","400","20","","Active","'8964003173760","EAN13",""
"S 3 WATER BOTTLE ","Crokory","280","350","6","","Active","'8964003173784","EAN13",""
"S 2 WATER BOTTLE","Crokory","380","500","9","","Active","'8964003173777","EAN13",""
"PRINT DAS L 350","Crokory","285","350","0","","Active","'6562481080710","EAN13",""
"PRINT DAS S 250","Crokory","220","250","4","","Active","'5935243047114","EAN13",""
"PRINT DAS M","Crokory","240","300","4","","Active","'5891236105592","EAN13",""
"print dastdin L 350","Crokory","265","350","4","","Active","'5871867741222","EAN13",""
"print water set","Crokory","480","600","3","","Active","'8467742527660","EAN13",""
"more glass ","Crokory","150","250","16","","Active","'6899413112868","EAN13",""
"rayal jar s","Crokory","120","150","1","","Active","'4577506136718","EAN13",""
"rayal jar m","Crokory","130","200","7","","Active","'3949111701093","EAN13",""
"rayal jar l","Crokory","150","250","18","","Active","'1508163941462","EAN13",""
"CRYSPAI JUG ","Crokory","550","700","5","","Active","'2005074359250","EAN13",""
"PUSH IT 45","Crokory","2300","2750","5","","Active","'6880297993728","EAN13",""
"PUSH IT 30","Crokory","1900","2450","12","","Active","'6377261546801","EAN13",""
"USA ME L","Crokory","570","700","0","","Active","'4480080972439","EAN13",""
"USE ME M","Crokory","450","600","2","","Active","'1573846237279","EAN13",""
"KING GOLE S","Crokory","465","650","6","","Active","'4819009391554","EAN13",""
"KING GOLE L","Crokory","850","1200","5","","Active","'8178920022692","EAN13",""
"KING CHORAS S","Crokory","450","700","2","","Active","'1772133706034","EAN13",""
"KING CHORAS M","Crokory","580","800","3","","Active","'9297210467889","EAN13",""
"king choris L","Crokory","920","1200","6","","Active","'8328615841675","EAN13",""
"shoes rack 4","Crokory","900","1300","3","","Active","'6867827804228","EAN13",""
"shoes rack 3","Crokory","800","1200","1","","Active","'5829978231965","EAN13",""
"lines 16","Crokory","525","700","12","","Active","'423471201903","EAN13",""
"lines 10","Crokory","325","500","4","","Active","'423471201101","EAN13",""
"mobail stand steel","Crokory","135","200","23","","Active","'7104453191537","EAN13",""
"al noor","Crokory","200","250","14","","Active","'AL NOOR PLASTIC","EAN13",""
"dynamic jars 2","Crokory","320","450","9","","Active","'2266511902501","EAN13",""
"su gold 8","Crokory","280","450","10","","Active","'6494183222504","EAN13",""
"spicy jar 6","Crokory","580","750","3","","Active","'7344973846146","EAN13",""
"dhai 3","Crokory","2000","2500","1","","Active","'5097268884294","EAN13",""
"dhai  5","Crokory","2600","3000","2","","Active","'2470913175870","EAN13",""
"jug crystal","Crokory","400","500","6","","Active","'4183844957801","EAN13",""
"corner rack 3","Crokory","580","750","1","","Active","'7880942640341","EAN13",""
"galaxy smart 7","Crokory","1850","2250","4","","Active","'2862558848033","EAN13",""
"galaxy smart 9","Crokory","2200","2500","0","","Active","'1311435682433","EAN13",""
"corner rack","Crokory","450","600","3","","Active","'9035681919120","EAN13",""
"1500","Crokory","1200","1500","3","","Active","'2020539061660","EAN13",""
"golbarg","Crokory","400","500","8","","Active","'1114831975525","EAN13",""
"santa","Crokory","240","350","4","","Active","'6260001160668","EAN13",""
"kaveh","Crokory","180","250","18","","Active","'6261686513633","EAN13",""
"baroque 3+1","Crokory","230","300","0","","Active","'6269711011789","EAN13",""
"glayol","Crokory","320","450","0","","Active","'6260412555022","EAN13",""
"200 kitchen","Crokory","120","200","63","","Active","'6584271515325","EAN13",""
"350 kitchen","Crokory","240","350","9","","Active","'5781191202095","EAN13",""
"key chain mirror","Crokory","300","450","28","","Active","'1979752009878","EAN13",""
"dollar kitchen","Crokory","170","250","80","","Active","'5820087392424","EAN13",""
"zga","Crokory","1520","1850","9","","Active","'7026404646319","EAN13",""
"cup stand","Crokory","230","300","6","","Active","'7610933359637","EAN13",""
"mobile stand 1 pce","Crokory","200","250","14","","Active","'4951192346765","EAN13",""
"mobile stind 2 pce 1","Crokory","300","450","9","","Active","'9370762659381","EAN13",""
"api dustbin","Crokory","230","350","23","","Active","'AHAD PLASTIC INDUSTRY GUJRANWALA","EAN13",""
"heritage 17","Crokory","8600","9500","0","","Active","'2658924007735","EAN13",""
"bursh 300","Crokory","210","300","3","","Active","'9104619430553","EAN13",""
"summer","Crokory","1500","1850","1","","Active","'5881123877831","EAN13",""
"vacuum cup","Crokory","1750","2200","1","","Active","'1977300885158","EAN13",""
"panasonic  17 pec","Crokory","8200","9200","1","","Active","'112259220174","EAN13",""
"dynasty gold","Crokory","6800","7450","2","","Active","'2984372469710","EAN13",""
"dynasty 4 pic","Crokory","6500","7200","1","","Active","'7674806258861","EAN13",""
"sa disn drainer 3","Crokory","2100","2450","2","","Active","'1024218120120","EAN13",""
"water cooler 12 ","Crokory","2400","2680","4","","Active","'1811678231899","EAN13",""
"king wood ","Crokory","1900","2190","7","","Active","'Insta:Kingwood4205","EAN13",""
"swan","Crokory","930","1080","14","","Active","'10106000868","EAN13",""
"flask","Crokory","1700","1980","6","","Active","'8020082800663","CODE128",""
"vacuum flask","Crokory","2250","2480","7","","Active","'802006140000553","EAN13",""
"belmonte","Crokory","1200","1450","11","","Active","'564811324675","EAN13",""
"fine ","Crokory","2000","2500","5","","Active","'3013651596232","EAN13",""
"frosta 6 liter","Crokory","2000","2400","17","","Active","'2764750640272","EAN13",""
"mingkai","Crokory","230","300","6","","Active","'6986574258211","EAN13",""
"kitchenware","Crokory","230","300","8","","Active","'7802932838200","EAN13",""
"straw","Crokory","200","250","4","","Active","'6926923404012","EAN13",""
"measuring cups","Crokory","210","250","1","","Active","'6945868520458","EAN13",""
"effectiveways","Crokory","130","250","9","","Active","'6939684008122","EAN13",""
"whisk","Crokory","850","1200","0","","Active","'7885719349366","EAN13",""
"vwersatile whisks","Crokory","1150","1500","2","","Active","'6917223368821","EAN13",""
"vagetable slicer","Crokory","170","250","1","","Active","'4631522233339","EAN13",""
"madani steel","Crokory","200","300","2","","Active","'9793301304663","EAN13",""
"egg mixer","Crokory","45","130","4","","Active","'6282372393308","EAN13",""
"non stick sauce pan","Crokory","490","700","10","","Active","'6119521444041","EAN13",""
"non stick sauce pan","Crokory","450","650","6","","Active","'4910145160971","EAN13",""
"non stick sauce pen","Crokory","530","750","0","","Active","'5336626239254","EAN13",""
"steel chaik","Crokory","490","700","4","","Active","'1301048144060","EAN13",""
"chaicpone","Crokory","110","150","3","","Active","'5025954009669","EAN13",""
"shawer","Crokory","80","130","17","","Active","'6160703529285","EAN13",""
"eotia","Crokory","350","500","4","","Active","'7570953696900","EAN13",""
"bubbles bath brush","Crokory","170","250","5","","Active","'4426318455589","EAN13",""
"hook 4","Crokory","210","300","0","","Active","'6930662099293","EAN13",""
"stainless steel","Crokory","120","150","1","","Active","'8419846123293","EAN13",""
"stainiess steel","Crokory","160","250","1","","Active","'6971432358301","EAN13",""
"simmer ring","Crokory","200","250","0","","Active","'4862741783385","EAN13",""
"chops ticks10","Crokory","250","350","4","","Active","'6971636698005","EAN13",""
"chops ticks","Crokory","150","250","0","","Active","'6972335410059","EAN13",""
"silicone spoon","Crokory","180","250","8","","Active","'2596798319748","EAN13",""
"multi peeler","Crokory","120","200","3","","Active","'6970607481110","EAN13",""
"nebo nature","Crokory","115","150","1","","Active","'8465012765507","EAN13",""
"trace soap box","Crokory","240","300","3","","Active","'6895682350031","EAN13",""
"jl fruit knife","Crokory","130","200","11","","Active","'6043531236283","EAN13",""
"madani","Crokory","80","130","5","","Active","'2704791489317","EAN13",""
"madani steel","Crokory","115","250","6","","Active","'2337130947089","EAN13",""
"chand","Crokory","110","150","11","","Active","'8397624006535","EAN13",""
"shlfa","Crokory","160","250","0","","Active","'6935007330291","EAN13",""
"kitchen series","Crokory","210","250","4","","Active","'6933480760307","EAN13",""
"chand brothers","Crokory","270","350","2","","Active","'3650042216654","EAN13",""
"steel table cutlery","Crokory","220","300","3","","Active","'62019102003","EAN13",""
"silicone products","Crokory","210","250","15","","Active","'6995565657780","EAN13",""
"kltchen tool","Crokory","210","250","1","","Active","'6971419978485","EAN13",""
"chi you","Crokory","270","350","2","","Active","'6815548484083","EAN13",""
"product 2","Crokory","140","250","8","","Active","'6969584762312","EAN13",""
"chand 2","Crokory","200","250","2","","Active","'1825770004640","EAN13",""
"gold shanda","Crokory","180","250","4","","Active","'8389075322296","EAN13",""
"rongxing","Crokory","95","130","10","","Active","'6931443901873","EAN13",""
"hook 9","Crokory","380","600","4","","Active","'7801488432528","EAN13",""
"knife sharpener","Crokory","160","250","0","","Active","'6958523657468","EAN13",""
"sp998","Crokory","100","150","9","","Active","'6962659858972","EAN13",""
"sj5630","Crokory","120","200","1","","Active","'6974083834606","EAN13",""
"sm7118","Crokory","180","250","4","","Active","'6974083831438","EAN13",""
"fruit knife","Crokory","100","150","5","","Active","'6974083830929","EAN13",""
"health pumice stone","Crokory","145","250","3","","Active","'6985789587178","EAN13",""
"pedicure paddle","Crokory","105","130","0","","Active","'9123452253709","EAN13",""
"tip bucket","Crokory","220","250","17","","Active","'6555693036941","EAN13",""
"200 dysbent","Crokory","130","200","6","","Active","'8511132738454","EAN13",""
"ittehad","Crokory","300","350","0","","Active","'9248200102211","EAN13",""
"thokara","Crokory","240","300","17","","Active","'7688510260744","EAN13",""
"jar nova 300","Crokory","230","300","26","","Active","'7619203731616","EAN13",""
"kitchan king","Crokory","330","450","0","","Active","'8305756180573","EAN13",""
"mini vacuum","Crokory","1250","1500","13","","Active","'8417050583865","EAN13",""
"usb fan ","Crokory","290","400","3","","Active","'6933568925215","EAN13",""
"lakadi chammach set","Crokory","120","250","4","","Active","'5268774276839","EAN13",""
"stlcky hook ","Crokory","110","130","0","","Active","'6933078850595","EAN13",""
"stlcky hook","Crokory","130","200","0","","Active","'6933078850564","EAN13",""
"hook ","Crokory","220","250","0","","Active","'6900002404018","EAN13",""
"hook ","Crokory","220","300","0","","Active","'4541234534252","EAN13",""
"lazuil 25-401","Crokory","500","700","3","","Active","'8964004636424","EAN13",""
"lazuil 30-132","Crokory","515","600","0","","Active","'8964004636691","EAN13",""
"lazuil 28-122","Crokory","515","600","2","","Active","'8964004636905","EAN13",""
"carol jug ","Crokory","360","500","6","","Active","'8964002212545","EAN13",""
"lazuli 35-210","Crokory","150","250","0","","Active","'8964004636196","EAN13",""
"lazuli 28-136","Crokory","515","600","2","","Active","'8964004636370","EAN13",""
"ghani glass","Crokory","340","400","2","","Active","'8964004007637","EAN13",""
"lazuil 29-135","Crokory","515","600","0","","Active","'8964004636721","EAN13",""
"dg mug ","Crokory","420","600","8","","Active","'6261686505461","EAN13",""
"lazuli 05-601","Crokory","90","130","13","","Active","'8964004007798","EAN13",""
"pearl coffee mug","Crokory","425","600","0","","Active","'8176697415143","EAN13",""
"vital star ","Crokory","800","1200","8","","Active","'8749241897988","EAN13",""
"king fruit set ","Crokory","1230","1500","0","","Active","'8964002781454","EAN13",""
"lazuli 30-130","Crokory","515","600","1","","Active","'8964004636363","EAN13",""
"lazuli 450 ml ","Crokory","200","250","0","","Active","'8964004636929","EAN13",""
"gemware fruit sety","Crokory","850","1200","1","","Active","'8964000625330","EAN13",""
"lazuli fruit set ","Crokory","980","1200","2","","Active","'8964004636127","EAN13",""
"lazuli water set ","Crokory","1250","1500","0","","Active","'8964004007576","EAN13",""
"lazuli 6 pic bowl","Crokory","1630","2200","3","","Active","'8964004636288","EAN13",""
"max cake set ","Crokory","950","1200","6","","Active","'2024220133650","EAN13",""
"orient tumbler 300 ml","Crokory","500","600","3","","Active","'7674765009610","EAN13",""
"tumlr 1200 ml","Crokory","1500","1850","1","","Active","'7800935370376","EAN13",""
"VACUUM CUP 1000 ML ","cosmetics","665","800","9","","Active","'6913731670890","EAN13",""
"VACUUM CUP 800 ML ","cosmetics","565","700","10","","Active","'692345065618","EAN13",""
"perfumed phenyle ","cosmetics","240","300","6","","Active","'4555787871351","EAN13",""
"leman bleach 500 ml","cosmetics","160","200","2","","Active","'4333098716994","EAN13",""
"active bleach 500 ml","cosmetics","150","200","4","","Active","'4333098716987","EAN13",""
"power blue 150 ml","cosmetics","90","130","6","","Active","'4533367786011","EAN13",""
"insect killer powder","cosmetics","110","130","7","","Active","'4568787879807","EAN13",""
"sweep 700 ml","cosmetics","180","250","4","","Active","'4533362781004","EAN13",""
"drain opener 550 ml","cosmetics","180","250","6","","Active","'4548787878895","EAN13",""
"ultra actlve 250 ml","cosmetics","180","250","0","","Active","'4844444444428","EAN13",""
"glass cleaner 1+1","cosmetics","320","500","7","","Active","'4555787871399","EAN13",""
"standard phenyle 2.75","cosmetics","210","250","4","","Active","'4512121781004","EAN13",""
"solar wiper ","Crokory","1800","2500","1","","Active","'1304710599014","EAN13",""
"wipar large","Crokory","230","300","11","","Active","'6879629604210","EAN13",""
"50 lasi chamch","Crokory","20","50","20","","Active","'9739600882426","EAN13",""
"thari pes piyaz stind","Crokory","1250","1500","0","","Active","'6891977197961","EAN13",""
"taar stind ","Crokory","200","250","4","","Active","'717534543056","UPC",""
"stel stand","Crokory","300","350","3","","Active","'8189171463479","EAN13",""
"toyo48","Crokory","920","1200","0","","Active","'7497722851295","EAN13",""
"piastic water set","Crokory","480","600","0","","Active","'4560596529966","EAN13",""
"gula lambi","Crokory","32","70","54","","Active","'8437455725158","EAN13",""
"gula gol ","Crokory","40","130","32","","Active","'5401150574062","EAN13",""
"paes opal tea set ","Crokory","1650","2200","5","","Active","'6260573000904","EAN13",""
"sarina ","Crokory","370","500","5","","Active","'6260412508233","EAN13",""
"pors opal 210","Crokory","250","300","24","","Active","'6260573000867","EAN13",""
"pars opal 230","Crokory","267","300","18","","Active","'6260573000843","EAN13",""
"niloufar dessert plate","Crokory","130","200","14","","Active","'6260412505171","EAN13",""
"pars opal 720","Crokory","150","200","15","","Active","'6260573005190","EAN13",""
"pars opal 195","Crokory","184","250","12","","Active","'6260573004773","EAN13",""
"pars opal 1040","Crokory","900","1100","10","","Active","'6260573001284","EAN13",""
"pars opal 1010","Crokory","650","750","11","","Active","'6260573002526","EAN13",""
"pars opal 330","Crokory","850","1100","12","","Active","'6260573000850","EAN13",""
"royal touch","Crokory","230","300","3","","Active","'470826498105","UPC",""
"silky mug ","Crokory","300","400","0","","Active","'8964000252369","EAN13",""
"fiesta ","Crokory","350","400","0","","Active","'8964000254226","EAN13",""
"food container small","Crokory","250","300","9","","Active","'8964002547807","EAN13",""
"fresh small","Crokory","180","250","58","","Active","'8964002547296","EAN13",""
"handy container ","Crokory","180","250","25","","Active","'8964002547142","EAN13",""
"fresh medium","Crokory","350","500","48","","Active","'8964002547302","EAN13",""
"fresh large","Crokory","400","600","0","","Active","'8964002547319","EAN13",""
"cafee medium","Crokory","220","300","22","","Active","'8964002547784","EAN13",""
"animals","Crokory","150","250","0","","Active","'8529576164524","EAN13",""
"usb fan","Crokory","450","500","0","","Active","'8633568925281","EAN13",""
"wet set","Crokory","1000","1500","1","","Active","'6941057402383","EAN13",""
"galaxy","Crokory","200","300","2","","Active","'9520147953317","EAN13",""
"prime 5 pice","Crokory","180","250","42","","Active","'1957788793121","EAN13",""
"easyhang 6 pice","Crokory","170","250","59","","Active","'7784063312869","EAN13",""
"prime 6 pice ","Crokory","260","350","23","","Active","'7434614258152","EAN13",""
"HANJER 400","Crokory","385","400","20","","Active","'3710069128085","EAN13",""
"steel belcha","Crokory","180","250","19","","Active","'1571332295222","EAN13",""
"hanger steel ","Crokory","205","250","27","","Active","'8638229251907","EAN13",""
"mosi wiper","Crokory","170","250","15","","Active","'3126733363391","EAN13",""
